student_id,name,class,parent_name,parent_email
144,Student_144,CIVIL,Parent_144,parent144@mail.com
145,Student_145,CIVIL,Parent_145,parent145@mail.com
146,Student_146,CIVIL,Parent_146,parent146@mail.com
147,Student_147,CIVIL,Parent_147,parent147@mail.com
148,Student_148,MECH,Parent_148,parent148@mail.com
149,Student_149,ECE,Parent_149,parent149@mail.com
150,Student_150,CIVIL,Parent_150,parent150@mail.com
151,Student_151,CSE,Parent_151,parent151@mail.com
152,Student_152,CSE,Parent_152,parent152@mail.com
153,Student_153,CSE,Parent_153,parent153@mail.com
154,Student_154,CSE,Parent_154,parent154@mail.com
155,Student_155,MECH,Parent_155,parent155@mail.com
156,Student_156,CSE,Parent_156,parent156@mail.com
157,Student_157,CIVIL,Parent_157,parent157@mail.com
158,Student_158,EEE,Parent_158,parent158@mail.com
159,Student_159,CSE,Parent_159,parent159@mail.com
160,Student_160,MECH,Parent_160,parent160@mail.com
161,Student_161,MECH,Parent_161,parent161@mail.com
162,Student_162,CSE,Parent_162,parent162@mail.com
163,Student_163,EEE,Parent_163,parent163@mail.com
164,Student_164,CSE,Parent_164,parent164@mail.com
165,Student_165,MECH,Parent_165,parent165@mail.com
166,Student_166,ECE,Parent_166,parent166@mail.com
167,Student_167,CIVIL,Parent_167,parent167@mail.com
168,Student_168,MECH,Parent_168,parent168@mail.com
169,Student_169,CSE,Parent_169,parent169@mail.com
170,Student_170,CIVIL,Parent_170,parent170@mail.com
171,Student_171,CSE,Parent_171,parent171@mail.com
172,Student_172,CSE,Parent_172,parent172@mail.com
173,Student_173,ECE,Parent_173,parent173@mail.com
174,Student_174,CIVIL,Parent_174,parent174@mail.com
175,Student_175,CIVIL,Parent_175,parent175@mail.com
176,Student_176,ECE,Parent_176,parent176@mail.com
177,Student_177,MECH,Parent_177,parent177@mail.com
178,Student_178,CSE,Parent_178,parent178@mail.com
179,Student_179,EEE,Parent_179,parent179@mail.com
180,Student_180,CSE,Parent_180,parent180@mail.com
181,Student_181,CSE,Parent_181,parent181@mail.com
182,Student_182,MECH,Parent_182,parent182@mail.com
183,Student_183,CSE,Parent_183,parent183@mail.com
184,Student_184,ECE,Parent_184,parent184@mail.com
185,Student_185,ECE,Parent_185,parent185@mail.com
186,Student_186,CIVIL,Parent_186,parent186@mail.com
187,Student_187,EEE,Parent_187,parent187@mail.com
188,Student_188,CSE,Parent_188,parent188@mail.com
189,Student_189,CSE,Parent_189,parent189@mail.com
190,Student_190,MECH,Parent_190,parent190@mail.com
191,Student_191,ECE,Parent_191,parent191@mail.com
192,Student_192,EEE,Parent_192,parent192@mail.com
193,Student_193,CIVIL,Parent_193,parent193@mail.com
194,Student_194,ECE,Parent_194,parent194@mail.com
195,Student_195,CIVIL,Parent_195,parent195@mail.com
196,Student_196,MECH,Parent_196,parent196@mail.com
197,Student_197,MECH,Parent_197,parent197@mail.com
198,Student_198,CSE,Parent_198,parent198@mail.com
199,Student_199,EEE,Parent_199,parent199@mail.com
200,Student_200,CIVIL,Parent_200,parent200@mail.com
201,Student_201,ECE,Parent_201,parent201@mail.com
202,Student_202,MECH,Parent_202,parent202@mail.com
203,Student_203,CSE,Parent_203,parent203@mail.com
204,Student_204,CSE,Parent_204,parent204@mail.com
205,Student_205,CIVIL,Parent_205,parent205@mail.com
206,Student_206,MECH,Parent_206,parent206@mail.com
207,Student_207,EEE,Parent_207,parent207@mail.com
208,Student_208,MECH,Parent_208,parent208@mail.com
209,Student_209,CIVIL,Parent_209,parent209@mail.com
210,Student_210,CIVIL,Parent_210,parent210@mail.com
211,Student_211,MECH,Parent_211,parent211@mail.com
212,Student_212,CIVIL,Parent_212,parent212@mail.com
213,Student_213,MECH,Parent_213,parent213@mail.com
214,Student_214,ECE,Parent_214,parent214@mail.com
215,Student_215,MECH,Parent_215,parent215@mail.com
216,Student_216,MECH,Parent_216,parent216@mail.com
217,Student_217,CIVIL,Parent_217,parent217@mail.com
218,Student_218,CIVIL,Parent_218,parent218@mail.com
219,Student_219,CSE,Parent_219,parent219@mail.com
220,Student_220,CSE,Parent_220,parent220@mail.com
221,Student_221,ECE,Parent_221,parent221@mail.com
222,Student_222,CSE,Parent_222,parent222@mail.com
223,Student_223,MECH,Parent_223,parent223@mail.com
224,Student_224,CIVIL,Parent_224,parent224@mail.com
225,Student_225,CSE,Parent_225,parent225@mail.com
226,Student_226,CSE,Parent_226,parent226@mail.com
227,Student_227,ECE,Parent_227,parent227@mail.com
228,Student_228,ECE,Parent_228,parent228@mail.com
229,Student_229,MECH,Parent_229,parent229@mail.com
230,Student_230,CIVIL,Parent_230,parent230@mail.com
231,Student_231,ECE,Parent_231,parent231@mail.com
232,Student_232,CSE,Parent_232,parent232@mail.com
233,Student_233,CIVIL,Parent_233,parent233@mail.com
234,Student_234,CIVIL,Parent_234,parent234@mail.com
235,Student_235,CSE,Parent_235,parent235@mail.com
236,Student_236,ECE,Parent_236,parent236@mail.com
237,Student_237,CSE,Parent_237,parent237@mail.com
238,Student_238,CIVIL,Parent_238,parent238@mail.com
239,Student_239,EEE,Parent_239,parent239@mail.com
240,Student_240,EEE,Parent_240,parent240@mail.com
241,Student_241,MECH,Parent_241,parent241@mail.com
242,Student_242,CSE,Parent_242,parent242@mail.com
243,Student_243,CSE,Parent_243,parent243@mail.com
244,Student_244,MECH,Parent_244,parent244@mail.com
245,Student_245,MECH,Parent_245,parent245@mail.com
246,Student_246,MECH,Parent_246,parent246@mail.com
247,Student_247,CIVIL,Parent_247,parent247@mail.com
248,Student_248,CSE,Parent_248,parent248@mail.com
249,Student_249,CIVIL,Parent_249,parent249@mail.com
250,Student_250,MECH,Parent_250,parent250@mail.com
251,Student_251,CSE,Parent_251,parent251@mail.com
252,Student_252,CIVIL,Parent_252,parent252@mail.com
253,Student_253,CIVIL,Parent_253,parent253@mail.com
254,Student_254,MECH,Parent_254,parent254@mail.com
255,Student_255,CSE,Parent_255,parent255@mail.com
256,Student_256,MECH,Parent_256,parent256@mail.com
257,Student_257,CSE,Parent_257,parent257@mail.com
258,Student_258,EEE,Parent_258,parent258@mail.com
259,Student_259,ECE,Parent_259,parent259@mail.com
260,Student_260,ECE,Parent_260,parent260@mail.com
261,Student_261,ECE,Parent_261,parent261@mail.com
262,Student_262,MECH,Parent_262,parent262@mail.com
263,Student_263,EEE,Parent_263,parent263@mail.com
264,Student_264,CSE,Parent_264,parent264@mail.com
265,Student_265,CIVIL,Parent_265,parent265@mail.com
266,Student_266,CSE,Parent_266,parent266@mail.com
267,Student_267,CIVIL,Parent_267,parent267@mail.com
268,Student_268,CSE,Parent_268,parent268@mail.com
269,Student_269,EEE,Parent_269,parent269@mail.com
270,Student_270,CIVIL,Parent_270,parent270@mail.com
271,Student_271,MECH,Parent_271,parent271@mail.com
272,Student_272,CSE,Parent_272,parent272@mail.com
273,Student_273,CSE,Parent_273,parent273@mail.com
274,Student_274,CIVIL,Parent_274,parent274@mail.com
275,Student_275,MECH,Parent_275,parent275@mail.com
276,Student_276,MECH,Parent_276,parent276@mail.com
277,Student_277,EEE,Parent_277,parent277@mail.com
278,Student_278,MECH,Parent_278,parent278@mail.com
279,Student_279,MECH,Parent_279,parent279@mail.com
280,Student_280,MECH,Parent_280,parent280@mail.com
281,Student_281,ECE,Parent_281,parent281@mail.com
282,Student_282,EEE,Parent_282,parent282@mail.com
283,Student_283,CSE,Parent_283,parent283@mail.com
284,Student_284,CIVIL,Parent_284,parent284@mail.com
285,Student_285,CSE,Parent_285,parent285@mail.com
286,Student_286,EEE,Parent_286,parent286@mail.com
287,Student_287,CIVIL,Parent_287,parent287@mail.com
288,Student_288,EEE,Parent_288,parent288@mail.com
289,Student_289,MECH,Parent_289,parent289@mail.com
290,Student_290,CIVIL,Parent_290,parent290@mail.com
291,Student_291,MECH,Parent_291,parent291@mail.com
292,Student_292,CSE,Parent_292,parent292@mail.com
293,Student_293,CSE,Parent_293,parent293@mail.com
294,Student_294,CIVIL,Parent_294,parent294@mail.com
295,Student_295,CIVIL,Parent_295,parent295@mail.com
296,Student_296,EEE,Parent_296,parent296@mail.com
297,Student_297,EEE,Parent_297,parent297@mail.com
298,Student_298,MECH,Parent_298,parent298@mail.com
299,Student_299,CIVIL,Parent_299,parent299@mail.com
300,Student_300,CSE,Parent_300,parent300@mail.com
301,Student_301,EEE,Parent_301,parent301@mail.com
302,Student_302,EEE,Parent_302,parent302@mail.com
303,Student_303,CSE,Parent_303,parent303@mail.com
304,Student_304,EEE,Parent_304,parent304@mail.com
305,Student_305,MECH,Parent_305,parent305@mail.com
306,Student_306,CIVIL,Parent_306,parent306@mail.com
307,Student_307,CSE,Parent_307,parent307@mail.com
308,Student_308,CIVIL,Parent_308,parent308@mail.com
309,Student_309,EEE,Parent_309,parent309@mail.com
310,Student_310,EEE,Parent_310,parent310@mail.com
311,Student_311,CSE,Parent_311,parent311@mail.com
312,Student_312,MECH,Parent_312,parent312@mail.com
313,Student_313,ECE,Parent_313,parent313@mail.com
314,Student_314,CSE,Parent_314,parent314@mail.com
315,Student_315,ECE,Parent_315,parent315@mail.com
316,Student_316,ECE,Parent_316,parent316@mail.com
317,Student_317,MECH,Parent_317,parent317@mail.com
318,Student_318,ECE,Parent_318,parent318@mail.com
319,Student_319,ECE,Parent_319,parent319@mail.com
320,Student_320,MECH,Parent_320,parent320@mail.com
321,Student_321,ECE,Parent_321,parent321@mail.com
322,Student_322,ECE,Parent_322,parent322@mail.com
323,Student_323,ECE,Parent_323,parent323@mail.com
324,Student_324,CSE,Parent_324,parent324@mail.com
325,Student_325,CSE,Parent_325,parent325@mail.com
326,Student_326,CSE,Parent_326,parent326@mail.com
327,Student_327,MECH,Parent_327,parent327@mail.com
328,Student_328,EEE,Parent_328,parent328@mail.com
329,Student_329,ECE,Parent_329,parent329@mail.com
330,Student_330,ECE,Parent_330,parent330@mail.com
331,Student_331,MECH,Parent_331,parent331@mail.com
332,Student_332,ECE,Parent_332,parent332@mail.com
333,Student_333,CSE,Parent_333,parent333@mail.com
334,Student_334,EEE,Parent_334,parent334@mail.com
335,Student_335,CIVIL,Parent_335,parent335@mail.com
336,Student_336,ECE,Parent_336,parent336@mail.com
337,Student_337,CSE,Parent_337,parent337@mail.com
338,Student_338,CIVIL,Parent_338,parent338@mail.com
339,Student_339,EEE,Parent_339,parent339@mail.com
340,Student_340,CIVIL,Parent_340,parent340@mail.com
341,Student_341,CSE,Parent_341,parent341@mail.com
342,Student_342,CIVIL,Parent_342,parent342@mail.com
343,Student_343,MECH,Parent_343,parent343@mail.com
344,Student_344,CIVIL,Parent_344,parent344@mail.com
345,Student_345,ECE,Parent_345,parent345@mail.com
346,Student_346,ECE,Parent_346,parent346@mail.com
347,Student_347,MECH,Parent_347,parent347@mail.com
348,Student_348,CSE,Parent_348,parent348@mail.com
349,Student_349,ECE,Parent_349,parent349@mail.com
350,Student_350,EEE,Parent_350,parent350@mail.com
351,Student_351,ECE,Parent_351,parent351@mail.com
352,Student_352,ECE,Parent_352,parent352@mail.com
353,Student_353,CSE,Parent_353,parent353@mail.com
354,Student_354,CIVIL,Parent_354,parent354@mail.com
355,Student_355,ECE,Parent_355,parent355@mail.com
356,Student_356,MECH,Parent_356,parent356@mail.com
357,Student_357,CIVIL,Parent_357,parent357@mail.com
358,Student_358,EEE,Parent_358,parent358@mail.com
359,Student_359,CSE,Parent_359,parent359@mail.com
360,Student_360,EEE,Parent_360,parent360@mail.com
361,Student_361,CIVIL,Parent_361,parent361@mail.com
362,Student_362,CIVIL,Parent_362,parent362@mail.com
363,Student_363,CIVIL,Parent_363,parent363@mail.com
364,Student_364,EEE,Parent_364,parent364@mail.com
365,Student_365,CIVIL,Parent_365,parent365@mail.com
366,Student_366,EEE,Parent_366,parent366@mail.com
367,Student_367,CIVIL,Parent_367,parent367@mail.com
368,Student_368,MECH,Parent_368,parent368@mail.com
369,Student_369,CIVIL,Parent_369,parent369@mail.com
370,Student_370,EEE,Parent_370,parent370@mail.com
371,Student_371,ECE,Parent_371,parent371@mail.com
372,Student_372,CIVIL,Parent_372,parent372@mail.com
373,Student_373,ECE,Parent_373,parent373@mail.com
374,Student_374,MECH,Parent_374,parent374@mail.com
375,Student_375,CSE,Parent_375,parent375@mail.com
376,Student_376,MECH,Parent_376,parent376@mail.com
377,Student_377,CIVIL,Parent_377,parent377@mail.com
378,Student_378,ECE,Parent_378,parent378@mail.com
379,Student_379,ECE,Parent_379,parent379@mail.com
380,Student_380,EEE,Parent_380,parent380@mail.com
381,Student_381,ECE,Parent_381,parent381@mail.com
382,Student_382,EEE,Parent_382,parent382@mail.com
383,Student_383,CSE,Parent_383,parent383@mail.com
384,Student_384,CIVIL,Parent_384,parent384@mail.com
385,Student_385,EEE,Parent_385,parent385@mail.com
386,Student_386,CSE,Parent_386,parent386@mail.com
387,Student_387,ECE,Parent_387,parent387@mail.com
388,Student_388,ECE,Parent_388,parent388@mail.com
389,Student_389,CSE,Parent_389,parent389@mail.com
390,Student_390,ECE,Parent_390,parent390@mail.com
391,Student_391,CSE,Parent_391,parent391@mail.com
392,Student_392,EEE,Parent_392,parent392@mail.com
393,Student_393,EEE,Parent_393,parent393@mail.com
394,Student_394,CSE,Parent_394,parent394@mail.com
395,Student_395,EEE,Parent_395,parent395@mail.com
396,Student_396,EEE,Parent_396,parent396@mail.com
397,Student_397,EEE,Parent_397,parent397@mail.com
398,Student_398,MECH,Parent_398,parent398@mail.com
399,Student_399,CIVIL,Parent_399,parent399@mail.com
400,Student_400,ECE,Parent_400,parent400@mail.com
401,Student_401,MECH,Parent_401,parent401@mail.com
402,Student_402,EEE,Parent_402,parent402@mail.com
403,Student_403,CSE,Parent_403,parent403@mail.com
404,Student_404,EEE,Parent_404,parent404@mail.com
405,Student_405,CIVIL,Parent_405,parent405@mail.com
406,Student_406,EEE,Parent_406,parent406@mail.com
407,Student_407,CSE,Parent_407,parent407@mail.com
408,Student_408,CIVIL,Parent_408,parent408@mail.com
409,Student_409,EEE,Parent_409,parent409@mail.com
410,Student_410,CIVIL,Parent_410,parent410@mail.com
411,Student_411,ECE,Parent_411,parent411@mail.com
412,Student_412,ECE,Parent_412,parent412@mail.com
413,Student_413,EEE,Parent_413,parent413@mail.com
414,Student_414,CIVIL,Parent_414,parent414@mail.com
415,Student_415,CSE,Parent_415,parent415@mail.com
416,Student_416,EEE,Parent_416,parent416@mail.com
417,Student_417,ECE,Parent_417,parent417@mail.com
418,Student_418,ECE,Parent_418,parent418@mail.com
419,Student_419,EEE,Parent_419,parent419@mail.com
420,Student_420,CIVIL,Parent_420,parent420@mail.com
421,Student_421,ECE,Parent_421,parent421@mail.com
422,Student_422,CIVIL,Parent_422,parent422@mail.com
423,Student_423,ECE,Parent_423,parent423@mail.com
424,Student_424,ECE,Parent_424,parent424@mail.com
425,Student_425,MECH,Parent_425,parent425@mail.com
426,Student_426,ECE,Parent_426,parent426@mail.com
427,Student_427,CSE,Parent_427,parent427@mail.com
428,Student_428,EEE,Parent_428,parent428@mail.com
429,Student_429,EEE,Parent_429,parent429@mail.com
430,Student_430,CIVIL,Parent_430,parent430@mail.com
431,Student_431,ECE,Parent_431,parent431@mail.com
432,Student_432,CSE,Parent_432,parent432@mail.com
433,Student_433,CIVIL,Parent_433,parent433@mail.com
434,Student_434,MECH,Parent_434,parent434@mail.com
435,Student_435,CIVIL,Parent_435,parent435@mail.com
436,Student_436,CIVIL,Parent_436,parent436@mail.com
437,Student_437,ECE,Parent_437,parent437@mail.com
438,Student_438,MECH,Parent_438,parent438@mail.com
439,Student_439,CIVIL,Parent_439,parent439@mail.com
440,Student_440,CSE,Parent_440,parent440@mail.com
441,Student_441,CSE,Parent_441,parent441@mail.com
442,Student_442,EEE,Parent_442,parent442@mail.com
443,Student_443,MECH,Parent_443,parent443@mail.com
444,Student_444,MECH,Parent_444,parent444@mail.com
445,Student_445,EEE,Parent_445,parent445@mail.com
446,Student_446,CIVIL,Parent_446,parent446@mail.com
447,Student_447,MECH,Parent_447,parent447@mail.com
448,Student_448,CSE,Parent_448,parent448@mail.com
449,Student_449,CSE,Parent_449,parent449@mail.com
450,Student_450,ECE,Parent_450,parent450@mail.com
451,Student_451,MECH,Parent_451,parent451@mail.com
452,Student_452,CIVIL,Parent_452,parent452@mail.com
453,Student_453,EEE,Parent_453,parent453@mail.com
454,Student_454,EEE,Parent_454,parent454@mail.com
455,Student_455,CIVIL,Parent_455,parent455@mail.com
456,Student_456,ECE,Parent_456,parent456@mail.com
457,Student_457,EEE,Parent_457,parent457@mail.com
458,Student_458,MECH,Parent_458,parent458@mail.com
459,Student_459,ECE,Parent_459,parent459@mail.com
460,Student_460,MECH,Parent_460,parent460@mail.com
461,Student_461,CSE,Parent_461,parent461@mail.com
462,Student_462,ECE,Parent_462,parent462@mail.com
463,Student_463,EEE,Parent_463,parent463@mail.com
464,Student_464,ECE,Parent_464,parent464@mail.com
465,Student_465,ECE,Parent_465,parent465@mail.com
466,Student_466,ECE,Parent_466,parent466@mail.com
467,Student_467,ECE,Parent_467,parent467@mail.com
468,Student_468,MECH,Parent_468,parent468@mail.com
469,Student_469,CSE,Parent_469,parent469@mail.com
470,Student_470,CIVIL,Parent_470,parent470@mail.com
471,Student_471,ECE,Parent_471,parent471@mail.com
472,Student_472,EEE,Parent_472,parent472@mail.com
473,Student_473,ECE,Parent_473,parent473@mail.com
474,Student_474,EEE,Parent_474,parent474@mail.com
475,Student_475,MECH,Parent_475,parent475@mail.com
476,Student_476,EEE,Parent_476,parent476@mail.com
477,Student_477,CIVIL,Parent_477,parent477@mail.com
478,Student_478,CSE,Parent_478,parent478@mail.com
479,Student_479,EEE,Parent_479,parent479@mail.com
480,Student_480,EEE,Parent_480,parent480@mail.com
481,Student_481,CSE,Parent_481,parent481@mail.com
482,Student_482,CIVIL,Parent_482,parent482@mail.com
483,Student_483,ECE,Parent_483,parent483@mail.com
484,Student_484,EEE,Parent_484,parent484@mail.com
485,Student_485,CSE,Parent_485,parent485@mail.com
486,Student_486,MECH,Parent_486,parent486@mail.com
487,Student_487,CSE,Parent_487,parent487@mail.com
488,Student_488,MECH,Parent_488,parent488@mail.com
489,Student_489,CIVIL,Parent_489,parent489@mail.com
490,Student_490,ECE,Parent_490,parent490@mail.com
491,Student_491,CSE,Parent_491,parent491@mail.com
492,Student_492,EEE,Parent_492,parent492@mail.com
493,Student_493,CIVIL,Parent_493,parent493@mail.com
494,Student_494,CSE,Parent_494,parent494@mail.com
495,Student_495,EEE,Parent_495,parent495@mail.com
496,Student_496,CSE,Parent_496,parent496@mail.com
497,Student_497,MECH,Parent_497,parent497@mail.com
498,Student_498,CSE,Parent_498,parent498@mail.com
499,Student_499,CSE,Parent_499,parent499@mail.com
500,Student_500,CSE,Parent_500,parent500@mail.com
501,Student_501,CIVIL,Parent_501,parent501@mail.com
502,Student_502,CSE,Parent_502,parent502@mail.com
503,Student_503,EEE,Parent_503,parent503@mail.com
504,Student_504,MECH,Parent_504,parent504@mail.com
505,Student_505,MECH,Parent_505,parent505@mail.com
506,Student_506,CSE,Parent_506,parent506@mail.com
507,Student_507,CIVIL,Parent_507,parent507@mail.com
508,Student_508,CIVIL,Parent_508,parent508@mail.com
509,Student_509,EEE,Parent_509,parent509@mail.com
510,Student_510,CSE,Parent_510,parent510@mail.com
511,Student_511,MECH,Parent_511,parent511@mail.com
512,Student_512,CIVIL,Parent_512,parent512@mail.com
513,Student_513,CSE,Parent_513,parent513@mail.com
514,Student_514,CIVIL,Parent_514,parent514@mail.com
515,Student_515,CIVIL,Parent_515,parent515@mail.com
516,Student_516,MECH,Parent_516,parent516@mail.com
517,Student_517,ECE,Parent_517,parent517@mail.com
518,Student_518,EEE,Parent_518,parent518@mail.com
519,Student_519,EEE,Parent_519,parent519@mail.com
520,Student_520,MECH,Parent_520,parent520@mail.com
521,Student_521,CIVIL,Parent_521,parent521@mail.com
522,Student_522,CSE,Parent_522,parent522@mail.com
523,Student_523,CIVIL,Parent_523,parent523@mail.com
524,Student_524,MECH,Parent_524,parent524@mail.com
525,Student_525,EEE,Parent_525,parent525@mail.com
526,Student_526,CIVIL,Parent_526,parent526@mail.com
527,Student_527,EEE,Parent_527,parent527@mail.com
